session_id,user_id,session_start,session_end,device_id,browser,traffic_source,events_count
S003088,U01792,2025-10-10 13:48:22.390338,2025-10-10 13:57:45.390338,D2,Safari,Organic,3
S003089,U00986,2025-10-10 19:12:56.390338,2025-10-10 19:27:30.390338,D2,Safari,Email,2
S003090,U00180,2025-10-10 08:50:15.390338,2025-10-10 09:03:47.390338,D2,Firefox,Facebook,2
S003091,U01297,2025-10-10 09:13:34.390338,2025-10-10 09:39:13.390338,D1,Chrome,Google,3
S003092,U01218,2025-10-10 07:45:35.390338,2025-10-10 07:51:14.390338,D3,Edge,Google,2
S003093,U01828,2025-10-10 16:58:59.390338,2025-10-10 17:11:52.390338,D2,Edge,Facebook,4
S003094,U00854,2025-10-10 05:24:21.390338,2025-10-10 05:30:22.390338,D3,Chrome,Facebook,2
S003095,U01128,2025-10-10 23:22:27.390338,2025-10-10 23:46:09.390338,D3,Chrome,Direct,3
S003096,U01189,2025-10-10 07:21:05.390338,2025-10-10 07:37:52.390338,D3,Firefox,Google,3
S003097,U00406,2025-10-10 14:38:21.390338,2025-10-10 14:49:22.390338,D3,Chrome,Direct,3
S003098,U00941,2025-10-10 07:59:17.390338,2025-10-10 08:12:01.390338,D1,Edge,Direct,2
S003099,U00602,2025-10-10 22:22:54.390338,2025-10-10 22:41:21.390338,D2,Firefox,Email,3
S003100,U01592,2025-10-10 17:13:18.390338,2025-10-10 17:27:58.390338,D1,Edge,Facebook,3
S003101,U01388,2025-10-10 18:38:43.390338,2025-10-10 18:53:30.390338,D1,Firefox,Email,2
S003102,U01651,2025-10-10 15:17:20.390338,2025-10-10 15:44:06.390338,D3,Edge,Direct,4
S003103,U01487,2025-10-10 18:00:23.390338,2025-10-10 18:05:58.390338,D2,Safari,Facebook,3
S003104,U00874,2025-10-10 07:45:23.390338,2025-10-10 07:51:52.390338,D1,Edge,Organic,3
S003105,U00130,2025-10-11 01:53:10.390338,2025-10-11 02:04:13.390338,D3,Firefox,Organic,3
S003106,U00371,2025-10-11 01:03:32.390338,2025-10-11 01:30:12.390338,D3,Safari,Direct,4
S003107,U01773,2025-10-10 14:12:26.390338,2025-10-10 14:39:21.390338,D3,Safari,Direct,4
S003108,U01600,2025-10-10 13:47:31.390338,2025-10-10 13:54:04.390338,D1,Chrome,Google,3
S003109,U01661,2025-10-10 20:05:21.390338,2025-10-10 20:21:32.390338,D1,Edge,Email,3
S003110,U01870,2025-10-10 21:07:56.390338,2025-10-10 21:18:12.390338,D3,Firefox,Google,2
S003111,U01666,2025-10-11 01:45:28.390338,2025-10-11 01:55:10.390338,D1,Edge,Facebook,2
S003112,U00472,2025-10-10 03:41:45.390338,2025-10-10 03:50:39.390338,D1,Chrome,Organic,3
S003113,U00628,2025-10-11 01:50:19.390338,2025-10-11 01:58:05.390338,D1,Edge,Facebook,2
S003114,U00362,2025-10-10 09:39:02.390338,2025-10-10 09:45:35.390338,D2,Chrome,Facebook,2
S003115,U01080,2025-10-10 18:54:48.390338,2025-10-10 19:04:21.390338,D1,Edge,Facebook,3
S003116,U00936,2025-10-11 01:55:31.390338,2025-10-11 02:11:13.390338,D1,Edge,Email,3
S003117,U01115,2025-10-10 18:34:28.390338,2025-10-10 18:45:43.390338,D2,Firefox,Email,4
S003118,U00172,2025-10-10 17:47:11.390338,2025-10-10 18:07:13.390338,D3,Edge,Organic,4
S003119,U00807,2025-10-10 16:54:41.390338,2025-10-10 17:05:35.390338,D2,Edge,Organic,3
S003120,U00055,2025-10-10 06:55:56.390338,2025-10-10 07:19:43.390338,D3,Chrome,Facebook,4
S003121,U00027,2025-10-10 05:19:20.390338,2025-10-10 05:43:33.390338,D2,Firefox,Direct,4
S003122,U00282,2025-10-10 07:56:29.390338,2025-10-10 08:12:19.390338,D1,Edge,Google,2
S003123,U00269,2025-10-10 13:37:34.390338,2025-10-10 13:43:16.390338,D1,Chrome,Direct,3
S003124,U00116,2025-10-10 06:27:23.390338,2025-10-10 06:55:06.390338,D3,Chrome,Organic,4
S003125,U01182,2025-10-10 09:59:36.390338,2025-10-10 10:11:24.390338,D1,Edge,Facebook,2
S003126,U00402,2025-10-10 17:30:54.390338,2025-10-10 17:35:58.390338,D3,Safari,Facebook,2
S003127,U01705,2025-10-10 13:38:45.390338,2025-10-10 13:51:16.390338,D3,Chrome,Facebook,2
S003128,U01410,2025-10-11 00:38:53.390338,2025-10-11 00:56:00.390338,D2,Edge,Facebook,4
S003129,U00896,2025-10-10 23:12:01.390338,2025-10-10 23:24:44.390338,D1,Edge,Facebook,3
S003130,U01507,2025-10-10 04:31:25.390338,2025-10-10 04:34:34.390338,D1,Safari,Facebook,2
S003131,U01150,2025-10-11 02:12:37.390338,2025-10-11 02:26:32.390338,D3,Chrome,Email,3
S003132,U00650,2025-10-10 22:11:41.390338,2025-10-10 22:30:00.390338,D3,Safari,Email,3
S003133,U01255,2025-10-10 19:10:11.390338,2025-10-10 19:34:22.390338,D2,Firefox,Google,3
S003134,U00860,2025-10-10 04:35:07.390338,2025-10-10 04:52:21.390338,D3,Safari,Email,3
S003135,U01357,2025-10-10 16:53:46.390338,2025-10-10 17:01:06.390338,D1,Edge,Direct,1
S003136,U01291,2025-10-11 02:13:04.390338,2025-10-11 02:21:36.390338,D2,Safari,Google,2
S003137,U00120,2025-10-10 20:07:52.390338,2025-10-10 20:39:49.390338,D2,Edge,Organic,5
S003138,U00118,2025-10-10 12:09:38.390338,2025-10-10 12:25:03.390338,D1,Safari,Organic,3
S003139,U01509,2025-10-10 22:00:43.390338,2025-10-10 22:17:49.390338,D1,Firefox,Facebook,3
S003140,U00633,2025-10-10 18:36:34.390338,2025-10-10 18:58:19.390338,D2,Chrome,Facebook,4
S003141,U00753,2025-10-10 22:18:17.390338,2025-10-10 22:33:45.390338,D1,Edge,Email,3
S003142,U00931,2025-10-10 21:06:01.390338,2025-10-10 21:18:04.390338,D1,Chrome,Organic,2
S003143,U01672,2025-10-10 14:12:27.390338,2025-10-10 14:26:07.390338,D1,Safari,Direct,5
S003144,U01529,2025-10-11 00:32:12.390338,2025-10-11 00:52:34.390338,D3,Firefox,Facebook,4
S003145,U00895,2025-10-10 05:42:34.390338,2025-10-10 05:44:11.390338,D2,Edge,Email,2
S003146,U01786,2025-10-10 14:47:59.390338,2025-10-10 15:03:19.390338,D1,Firefox,Google,3
S003147,U00302,2025-10-10 10:59:48.390338,2025-10-10 11:16:38.390338,D2,Edge,Google,3
S003148,U00178,2025-10-10 21:32:26.390338,2025-10-10 21:40:49.390338,D2,Chrome,Email,2
S003149,U01859,2025-10-11 01:44:27.390338,2025-10-11 02:04:59.390338,D2,Safari,Direct,4
S003150,U01491,2025-10-10 20:54:56.390338,2025-10-10 21:17:12.390338,D1,Edge,Email,4
S003151,U00080,2025-10-10 09:35:08.390338,2025-10-10 09:51:58.390338,D1,Chrome,Facebook,3
S003152,U01862,2025-10-10 15:28:44.390338,2025-10-10 15:39:19.390338,D2,Chrome,Google,2
S003153,U01574,2025-10-10 21:05:04.390338,2025-10-10 21:20:09.390338,D1,Firefox,Email,3
S003154,U00890,2025-10-10 16:34:51.390338,2025-10-10 16:45:01.390338,D3,Chrome,Facebook,3
S003155,U01628,2025-10-11 01:04:14.390338,2025-10-11 01:10:19.390338,D2,Chrome,Facebook,4
S003156,U01641,2025-10-10 13:31:55.390338,2025-10-10 13:47:25.390338,D2,Safari,Organic,3
S003157,U00063,2025-10-10 10:43:59.390338,2025-10-10 10:59:59.390338,D2,Firefox,Direct,3
S003158,U01003,2025-10-11 00:31:37.390338,2025-10-11 00:50:17.390338,D1,Safari,Email,3
S003159,U00836,2025-10-10 09:11:01.390338,2025-10-10 09:24:14.390338,D2,Chrome,Direct,3
S003160,U00196,2025-10-10 08:51:13.390338,2025-10-10 09:08:32.390338,D2,Safari,Google,3
S003161,U01582,2025-10-10 08:11:14.390338,2025-10-10 08:18:13.390338,D3,Safari,Organic,2
S003162,U00707,2025-10-10 09:43:40.390338,2025-10-10 10:00:02.390338,D2,Chrome,Organic,3
S003163,U01496,2025-10-10 11:44:58.390338,2025-10-10 11:50:15.390338,D1,Safari,Email,2
S003164,U01914,2025-10-10 13:12:08.390338,2025-10-10 13:37:38.390338,D1,Firefox,Google,4
S003165,U01059,2025-10-10 03:41:44.390338,2025-10-10 03:55:59.390338,D2,Chrome,Organic,2
S003166,U01647,2025-10-10 10:00:21.390338,2025-10-10 10:19:40.390338,D3,Chrome,Facebook,4
S003167,U01630,2025-10-10 10:59:02.390338,2025-10-10 11:11:08.390338,D2,Firefox,Google,2
S003168,U01639,2025-10-10 12:43:47.390338,2025-10-10 12:54:16.390338,D2,Chrome,Email,2
S003169,U00256,2025-10-10 11:13:52.390338,2025-10-10 11:27:43.390338,D3,Firefox,Google,2
S003170,U01003,2025-10-10 11:06:46.390338,2025-10-10 11:17:15.390338,D3,Edge,Organic,3
S003171,U00664,2025-10-11 01:34:17.390338,2025-10-11 01:51:08.390338,D3,Edge,Email,3
S003172,U01177,2025-10-10 05:55:29.390338,2025-10-10 06:04:17.390338,D2,Chrome,Organic,3
S003173,U00553,2025-10-10 09:40:02.390338,2025-10-10 09:58:16.390338,D3,Safari,Email,2
S003174,U00582,2025-10-10 08:06:25.390338,2025-10-10 08:16:24.390338,D3,Firefox,Google,3
S003175,U00731,2025-10-10 05:41:00.390338,2025-10-10 06:00:03.390338,D3,Edge,Facebook,2
S003176,U01032,2025-10-10 14:16:40.390338,2025-10-10 14:33:51.390338,D2,Safari,Direct,3
S003177,U00058,2025-10-10 23:25:46.390338,2025-10-10 23:42:28.390338,D1,Firefox,Organic,4
S003178,U01827,2025-10-10 05:08:50.390338,2025-10-10 05:14:44.390338,D1,Edge,Direct,1
S003179,U00964,2025-10-10 17:02:10.390338,2025-10-10 17:08:23.390338,D1,Safari,Direct,2
S003180,U01872,2025-10-10 05:43:00.390338,2025-10-10 05:59:14.390338,D3,Edge,Google,4
S003181,U01369,2025-10-10 21:38:56.390338,2025-10-10 21:53:01.390338,D1,Chrome,Facebook,3
S003182,U00700,2025-10-10 14:17:28.390338,2025-10-10 14:33:36.390338,D2,Edge,Facebook,3
S003183,U01879,2025-10-10 15:00:20.390338,2025-10-10 15:13:02.390338,D3,Safari,Organic,3
S003184,U01909,2025-10-11 01:25:07.390338,2025-10-11 01:38:58.390338,D2,Safari,Google,3
S003185,U01948,2025-10-10 23:09:02.390338,2025-10-10 23:16:16.390338,D2,Edge,Facebook,2
S003186,U01528,2025-10-10 07:28:20.390338,2025-10-10 07:37:54.390338,D3,Chrome,Facebook,4
S003187,U01727,2025-10-11 06:07:42.390338,2025-10-11 06:24:42.390338,D1,Edge,Direct,2
S003188,U00551,2025-10-11 12:18:57.390338,2025-10-11 12:29:40.390338,D2,Firefox,Email,2
S003189,U00825,2025-10-11 04:32:55.390338,2025-10-11 04:48:20.390338,D3,Chrome,Direct,2
S003190,U01701,2025-10-11 19:37:37.390338,2025-10-11 19:46:59.390338,D3,Firefox,Google,4
S003191,U01025,2025-10-11 15:58:12.390338,2025-10-11 16:08:40.390338,D3,Safari,Google,2
S003192,U01721,2025-10-11 20:40:36.390338,2025-10-11 20:56:43.390338,D2,Firefox,Google,3
S003193,U00209,2025-10-11 21:27:54.390338,2025-10-11 21:36:23.390338,D1,Edge,Facebook,2
S003194,U01382,2025-10-12 01:56:05.390338,2025-10-12 02:10:31.390338,D2,Chrome,Organic,3
S003195,U00003,2025-10-11 10:26:27.390338,2025-10-11 10:36:57.390338,D2,Edge,Email,2
S003196,U00746,2025-10-11 18:47:05.390338,2025-10-11 18:57:17.390338,D2,Edge,Organic,2
S003197,U01333,2025-10-12 00:25:41.390338,2025-10-12 00:48:55.390338,D1,Safari,Direct,4
S003198,U00130,2025-10-12 02:17:06.390338,2025-10-12 02:29:29.390338,D2,Firefox,Google,3
S003199,U01987,2025-10-11 03:58:13.390338,2025-10-11 04:06:24.390338,D1,Chrome,Organic,2
S003200,U01600,2025-10-11 12:21:25.390338,2025-10-11 12:39:51.390338,D1,Firefox,Google,4
S003201,U00855,2025-10-11 23:04:06.390338,2025-10-11 23:28:20.390338,D1,Safari,Organic,3
S003202,U00219,2025-10-12 02:42:17.390338,2025-10-12 02:56:47.390338,D3,Safari,Direct,4
S003203,U01336,2025-10-11 22:35:28.390338,2025-10-11 22:54:27.390338,D1,Safari,Email,4
S003204,U01085,2025-10-11 10:09:36.390338,2025-10-11 10:20:50.390338,D2,Firefox,Email,2
S003205,U00227,2025-10-11 11:18:08.390338,2025-10-11 11:39:29.390338,D1,Chrome,Direct,3
S003206,U00609,2025-10-11 04:03:10.390338,2025-10-11 04:06:41.390338,D1,Safari,Organic,1
S003207,U00006,2025-10-11 19:24:56.390338,2025-10-11 19:35:08.390338,D2,Firefox,Google,2
S003208,U01420,2025-10-11 23:35:00.390338,2025-10-11 23:43:28.390338,D2,Safari,Email,2
S003209,U01982,2025-10-11 18:27:30.390338,2025-10-11 18:44:29.390338,D1,Firefox,Direct,2
S003210,U00785,2025-10-11 07:46:57.390338,2025-10-11 08:00:13.390338,D2,Edge,Facebook,2
S003211,U01243,2025-10-11 11:09:03.390338,2025-10-11 11:19:44.390338,D3,Safari,Direct,3
S003212,U00486,2025-10-11 21:34:54.390338,2025-10-11 21:48:34.390338,D3,Edge,Google,2
S003213,U01214,2025-10-11 04:12:22.390338,2025-10-11 04:39:07.390338,D3,Chrome,Organic,4
S003214,U01574,2025-10-11 06:16:22.390338,2025-10-11 06:24:16.390338,D3,Chrome,Email,3
S003215,U00374,2025-10-11 17:29:11.390338,2025-10-11 17:57:57.390338,D3,Firefox,Email,4
S003216,U00678,2025-10-12 02:14:17.390338,2025-10-12 02:24:44.390338,D1,Edge,Direct,2
S003217,U01341,2025-10-11 06:08:54.390338,2025-10-11 06:13:03.390338,D3,Safari,Direct,2
S003218,U00307,2025-10-11 07:53:33.390338,2025-10-11 08:15:08.390338,D2,Chrome,Email,3
S003219,U01533,2025-10-12 03:15:12.390338,2025-10-12 03:28:42.390338,D1,Firefox,Google,4
S003220,U01763,2025-10-11 17:54:32.390338,2025-10-11 18:15:39.390338,D2,Firefox,Email,4
S003221,U01632,2025-10-11 04:34:35.390338,2025-10-11 04:45:11.390338,D2,Firefox,Direct,2
S003222,U01537,2025-10-11 06:00:28.390338,2025-10-11 06:13:43.390338,D1,Edge,Organic,2
S003223,U01064,2025-10-11 12:41:42.390338,2025-10-11 12:44:34.390338,D2,Firefox,Direct,1
S003224,U01307,2025-10-11 16:10:49.390338,2025-10-11 16:24:49.390338,D2,Edge,Direct,2
S003225,U01987,2025-10-11 20:30:37.390338,2025-10-11 20:39:14.390338,D2,Firefox,Email,1
S003226,U01100,2025-10-11 08:54:14.390338,2025-10-11 09:01:14.390338,D2,Firefox,Facebook,3
S003227,U01201,2025-10-11 17:49:39.390338,2025-10-11 18:01:22.390338,D1,Chrome,Facebook,3
S003228,U00779,2025-10-11 04:15:15.390338,2025-10-11 04:31:50.390338,D3,Edge,Facebook,3
S003229,U01471,2025-10-11 05:01:52.390338,2025-10-11 05:11:30.390338,D1,Firefox,Email,2
S003230,U01322,2025-10-11 13:41:01.390338,2025-10-11 13:55:00.390338,D2,Firefox,Organic,3
S003231,U01367,2025-10-11 06:44:41.390338,2025-10-11 06:57:10.390338,D3,Chrome,Organic,3
S003232,U01072,2025-10-11 08:25:45.390338,2025-10-11 08:35:33.390338,D3,Safari,Email,3
S003233,U01055,2025-10-12 01:55:08.390338,2025-10-12 02:22:08.390338,D3,Firefox,Organic,5
S003234,U00548,2025-10-11 09:54:40.390338,2025-10-11 09:59:06.390338,D1,Chrome,Direct,2
S003235,U01717,2025-10-11 18:35:06.390338,2025-10-11 18:44:51.390338,D1,Edge,Organic,3
S003236,U01687,2025-10-11 10:34:26.390338,2025-10-11 10:40:53.390338,D2,Edge,Organic,3
S003237,U01894,2025-10-12 00:15:52.390338,2025-10-12 00:31:59.390338,D1,Edge,Google,3
S003238,U01717,2025-10-11 05:11:44.390338,2025-10-11 05:29:59.390338,D2,Edge,Direct,3
S003239,U00390,2025-10-11 18:52:45.390338,2025-10-11 19:05:37.390338,D2,Firefox,Google,3
S003240,U01799,2025-10-11 10:45:46.390338,2025-10-11 10:46:22.390338,D3,Edge,Direct,1
S003241,U01772,2025-10-11 19:30:27.390338,2025-10-11 19:31:05.390338,D1,Edge,Organic,1
S003242,U01717,2025-10-11 03:48:36.390338,2025-10-11 03:57:18.390338,D2,Firefox,Facebook,3
S003243,U01546,2025-10-11 19:58:34.390338,2025-10-11 20:08:27.390338,D1,Firefox,Organic,2
S003244,U00148,2025-10-12 00:31:40.390338,2025-10-12 00:54:06.390338,D1,Firefox,Direct,3
S003245,U01300,2025-10-11 23:58:22.390338,2025-10-12 00:03:48.390338,D1,Chrome,Organic,2
S003246,U00380,2025-10-11 06:46:58.390338,2025-10-11 06:56:13.390338,D3,Firefox,Direct,2
S003247,U01753,2025-10-11 08:10:03.390338,2025-10-11 08:23:38.390338,D2,Chrome,Email,2
S003248,U00771,2025-10-11 15:52:26.390338,2025-10-11 16:09:31.390338,D1,Firefox,Direct,3
S003249,U00263,2025-10-11 13:48:23.390338,2025-10-11 14:00:28.390338,D1,Firefox,Google,3
S003250,U00885,2025-10-11 15:47:20.390338,2025-10-11 16:17:35.390338,D1,Firefox,Direct,4
S003251,U00706,2025-10-11 06:20:09.390338,2025-10-11 06:35:14.390338,D1,Chrome,Organic,3
S003252,U00407,2025-10-11 17:16:05.390338,2025-10-11 17:24:49.390338,D2,Edge,Facebook,2
S003253,U01181,2025-10-11 18:54:29.390338,2025-10-11 19:10:18.390338,D1,Safari,Organic,3
S003254,U00724,2025-10-11 21:24:12.390338,2025-10-11 21:47:21.390338,D1,Chrome,Organic,4
S003255,U01284,2025-10-12 01:21:27.390338,2025-10-12 01:43:44.390338,D1,Chrome,Google,4
S003256,U00422,2025-10-11 08:39:05.390338,2025-10-11 08:56:26.390338,D1,Chrome,Facebook,3
S003257,U01697,2025-10-11 21:26:26.390338,2025-10-11 22:00:21.390338,D2,Firefox,Google,4
S003258,U01569,2025-10-11 14:44:55.390338,2025-10-11 14:52:23.390338,D1,Firefox,Email,1
S003259,U01873,2025-10-11 23:17:18.390338,2025-10-11 23:37:12.390338,D3,Chrome,Email,3
S003260,U01249,2025-10-11 10:01:56.390338,2025-10-11 10:16:26.390338,D3,Firefox,Google,3
S003261,U01658,2025-10-11 20:39:36.390338,2025-10-11 20:44:48.390338,D2,Chrome,Direct,2
S003262,U01622,2025-10-11 23:57:40.390338,2025-10-12 00:11:05.390338,D2,Firefox,Email,2
S003263,U00875,2025-10-11 18:51:50.390338,2025-10-11 19:12:34.390338,D3,Edge,Facebook,4
S003264,U00733,2025-10-11 22:29:47.390338,2025-10-11 22:33:34.390338,D1,Safari,Google,2
S003265,U01401,2025-10-11 17:46:05.390338,2025-10-11 18:00:06.390338,D3,Firefox,Facebook,2
S003266,U00299,2025-10-11 07:18:45.390338,2025-10-11 07:27:22.390338,D1,Edge,Direct,3
S003267,U01675,2025-10-11 14:03:38.390338,2025-10-11 14:12:24.390338,D3,Firefox,Email,1
S003268,U01381,2025-10-11 04:21:16.390338,2025-10-11 04:22:58.390338,D2,Edge,Facebook,1
S003269,U01640,2025-10-11 21:57:42.390338,2025-10-11 22:16:52.390338,D1,Safari,Google,4
S003270,U01043,2025-10-11 08:11:16.390338,2025-10-11 08:21:47.390338,D3,Edge,Facebook,3
S003271,U00359,2025-10-11 09:35:35.390338,2025-10-11 09:47:37.390338,D2,Safari,Email,3
S003272,U01660,2025-10-11 10:58:48.390338,2025-10-11 11:10:28.390338,D1,Chrome,Email,2
S003273,U00981,2025-10-11 16:56:14.390338,2025-10-11 17:04:37.390338,D3,Edge,Direct,3
S003274,U00425,2025-10-11 17:47:02.390338,2025-10-11 18:07:30.390338,D3,Edge,Email,3
S003275,U00747,2025-10-12 02:12:15.390338,2025-10-12 02:28:36.390338,D3,Safari,Google,4
S003276,U01014,2025-10-11 08:22:15.390338,2025-10-11 08:26:30.390338,D3,Safari,Email,1
S003277,U00097,2025-10-12 01:27:05.390338,2025-10-12 01:38:28.390338,D3,Edge,Google,2
S003278,U01422,2025-10-11 22:54:58.390338,2025-10-11 23:04:10.390338,D2,Firefox,Facebook,2
S003279,U00219,2025-10-11 05:11:34.390338,2025-10-11 05:20:35.390338,D1,Chrome,Direct,3
S003280,U01057,2025-10-11 08:44:59.390338,2025-10-11 08:52:56.390338,D1,Safari,Email,2
S003281,U00070,2025-10-11 07:23:09.390338,2025-10-11 07:49:04.390338,D2,Safari,Email,4
S003282,U01570,2025-10-11 10:36:50.390338,2025-10-11 10:38:47.390338,D2,Edge,Google,2
S003283,U00884,2025-10-11 16:14:10.390338,2025-10-11 16:29:03.390338,D1,Chrome,Direct,3
S003284,U00364,2025-10-11 16:55:55.390338,2025-10-11 17:17:51.390338,D2,Chrome,Organic,5
S003285,U00223,2025-10-11 22:48:00.390338,2025-10-11 23:11:08.390338,D1,Safari,Google,3
S003286,U01753,2025-10-11 23:25:30.390338,2025-10-11 23:44:35.390338,D3,Firefox,Facebook,2
S003287,U01701,2025-10-12 00:09:57.390338,2025-10-12 00:19:35.390338,D2,Firefox,Organic,2
S003288,U01794,2025-10-11 17:59:09.390338,2025-10-11 18:13:35.390338,D1,Edge,Email,2
S003289,U00630,2025-10-11 06:08:15.390338,2025-10-11 06:22:31.390338,D1,Chrome,Facebook,2
S003290,U00366,2025-10-11 13:22:38.390338,2025-10-11 13:49:56.390338,D2,Firefox,Google,5
S003291,U00385,2025-10-11 20:58:42.390338,2025-10-11 21:10:15.390338,D2,Chrome,Facebook,3
S003292,U01314,2025-10-11 19:44:54.390338,2025-10-11 19:58:08.390338,D1,Firefox,Email,2
S003293,U00048,2025-10-11 18:02:53.390338,2025-10-11 18:18:45.390338,D2,Chrome,Email,4
S003294,U00689,2025-10-11 12:12:28.390338,2025-10-11 12:39:53.390338,D1,Chrome,Facebook,4
S003295,U01164,2025-10-11 06:53:11.390338,2025-10-11 07:06:43.390338,D2,Edge,Organic,2
S003296,U00114,2025-10-12 02:48:07.390338,2025-10-12 03:18:25.390338,D1,Edge,Facebook,4
S003297,U00533,2025-10-11 07:52:56.390338,2025-10-11 08:09:26.390338,D2,Firefox,Google,4
S003298,U00889,2025-10-11 07:56:35.390338,2025-10-11 08:03:34.390338,D3,Firefox,Facebook,1
S003299,U00745,2025-10-11 16:36:46.390338,2025-10-11 16:48:50.390338,D1,Firefox,Google,2
S003300,U00571,2025-10-11 19:13:30.390338,2025-10-11 19:18:14.390338,D3,Edge,Google,2
S003301,U01679,2025-10-11 17:06:03.390338,2025-10-11 17:18:47.390338,D2,Safari,Email,3
S003302,U00831,2025-10-11 07:08:12.390338,2025-10-11 07:19:45.390338,D2,Safari,Facebook,2
S003303,U00739,2025-10-12 17:49:50.390338,2025-10-12 17:52:43.390338,D3,Safari,Organic,1
S003304,U01670,2025-10-12 16:29:37.390338,2025-10-12 16:51:37.390338,D2,Safari,Organic,3
S003305,U01942,2025-10-13 02:48:18.390338,2025-10-13 02:53:04.390338,D3,Firefox,Organic,2
S003306,U00426,2025-10-13 01:08:13.390338,2025-10-13 01:19:21.390338,D2,Firefox,Organic,3
S003307,U01696,2025-10-13 03:13:50.390338,2025-10-13 03:31:34.390338,D3,Edge,Facebook,3
S003308,U01109,2025-10-12 19:10:44.390338,2025-10-12 19:41:27.390338,D1,Safari,Email,5
S003309,U01544,2025-10-12 14:18:37.390338,2025-10-12 14:30:31.390338,D1,Edge,Direct,2
S003310,U01992,2025-10-12 19:20:58.390338,2025-10-12 19:28:24.390338,D2,Firefox,Email,2
S003311,U01146,2025-10-12 23:24:11.390338,2025-10-12 23:40:35.390338,D2,Chrome,Google,3
S003312,U01936,2025-10-13 00:02:25.390338,2025-10-13 00:27:12.390338,D3,Firefox,Facebook,4
S003313,U00792,2025-10-12 21:48:51.390338,2025-10-12 22:05:48.390338,D2,Safari,Google,2
S003314,U00865,2025-10-12 06:15:12.390338,2025-10-12 06:27:55.390338,D3,Safari,Direct,3
S003315,U01399,2025-10-13 01:13:09.390338,2025-10-13 01:25:52.390338,D1,Firefox,Facebook,3
S003316,U01788,2025-10-12 17:43:25.390338,2025-10-12 17:56:03.390338,D3,Edge,Google,3
S003317,U01923,2025-10-12 15:11:44.390338,2025-10-12 15:30:05.390338,D2,Firefox,Direct,3
S003318,U00711,2025-10-12 13:07:51.390338,2025-10-12 13:29:20.390338,D3,Safari,Organic,4
S003319,U00073,2025-10-12 03:36:56.390338,2025-10-12 03:46:12.390338,D1,Safari,Facebook,3
S003320,U01562,2025-10-12 09:36:23.390338,2025-10-12 09:37:57.390338,D1,Firefox,Organic,1
S003321,U00352,2025-10-12 23:38:03.390338,2025-10-12 23:43:30.390338,D1,Chrome,Facebook,1
S003322,U00806,2025-10-12 10:53:01.390338,2025-10-12 10:59:59.390338,D2,Chrome,Email,1
S003323,U00900,2025-10-13 01:07:32.390338,2025-10-13 01:20:04.390338,D1,Chrome,Google,3
S003324,U00715,2025-10-12 14:07:04.390338,2025-10-12 14:16:16.390338,D2,Firefox,Email,3
S003325,U00165,2025-10-12 22:48:04.390338,2025-10-12 22:54:39.390338,D3,Firefox,Email,2
S003326,U00277,2025-10-12 09:21:10.390338,2025-10-12 09:48:07.390338,D3,Firefox,Email,4
S003327,U00270,2025-10-12 07:38:17.390338,2025-10-12 07:51:43.390338,D2,Chrome,Facebook,3
S003328,U01764,2025-10-13 01:41:54.390338,2025-10-13 02:00:14.390338,D1,Safari,Facebook,3
S003329,U00861,2025-10-12 21:28:33.390338,2025-10-12 21:53:50.390338,D3,Chrome,Direct,3
S003330,U01285,2025-10-13 01:42:46.390338,2025-10-13 01:52:28.390338,D1,Chrome,Direct,1
S003331,U00571,2025-10-12 20:34:37.390338,2025-10-12 20:42:06.390338,D1,Firefox,Organic,1
S003332,U00499,2025-10-12 12:03:39.390338,2025-10-12 12:19:06.390338,D3,Edge,Google,4
S003333,U00131,2025-10-12 06:46:13.390338,2025-10-12 06:54:19.390338,D1,Firefox,Email,1
S003334,U00131,2025-10-12 21:29:47.390338,2025-10-12 21:41:44.390338,D1,Edge,Email,3
S003335,U01726,2025-10-12 23:36:41.390338,2025-10-12 23:57:34.390338,D1,Firefox,Direct,4
S003336,U00215,2025-10-12 12:16:20.390338,2025-10-12 12:29:58.390338,D3,Edge,Organic,3
S003337,U01860,2025-10-12 14:57:21.390338,2025-10-12 15:14:23.390338,D1,Edge,Google,3
S003338,U01518,2025-10-12 08:27:41.390338,2025-10-12 08:44:44.390338,D2,Chrome,Email,3
S003339,U00893,2025-10-12 16:41:27.390338,2025-10-12 16:57:37.390338,D2,Chrome,Google,3
S003340,U01753,2025-10-12 07:42:44.390338,2025-10-12 07:48:23.390338,D1,Chrome,Facebook,1
S003341,U00809,2025-10-12 15:12:48.390338,2025-10-12 15:29:59.390338,D2,Chrome,Facebook,3
S003342,U01496,2025-10-12 17:53:46.390338,2025-10-12 18:09:44.390338,D3,Firefox,Email,3
S003343,U01548,2025-10-13 01:12:56.390338,2025-10-13 01:25:27.390338,D2,Firefox,Google,3
S003344,U01166,2025-10-12 17:01:32.390338,2025-10-12 17:18:22.390338,D2,Chrome,Facebook,3
S003345,U01972,2025-10-12 15:43:19.390338,2025-10-12 15:55:11.390338,D2,Edge,Direct,3
S003346,U01943,2025-10-13 03:18:04.390338,2025-10-13 03:28:50.390338,D3,Edge,Facebook,2
S003347,U00363,2025-10-12 19:26:13.390338,2025-10-12 19:40:43.390338,D3,Safari,Email,2
S003348,U01348,2025-10-12 13:21:17.390338,2025-10-12 13:26:44.390338,D2,Edge,Facebook,1
